"Plot Title: 10720196"
"#","Date Time, GMT+02:00","Low Range, μS/cm (LGR S/N: 10720196, SEN S/N: 10720196)","Temp, °C (LGR S/N: 10720196, SEN S/N: 10720196)"
10371,07/22/16 09:57:09 em,14.9,19.31
10372,07/22/16 09:57:10 em,14.9,19.31
10373,07/22/16 09:57:11 em,14.9,19.30
10374,07/22/16 09:57:12 em,14.9,19.31
10375,07/22/16 09:57:13 em,14.9,19.30
10376,07/22/16 09:57:14 em,14.9,19.30
10377,07/22/16 09:57:15 em,14.9,19.30
10378,07/22/16 09:57:16 em,14.9,19.30
10379,07/22/16 09:57:17 em,14.9,19.31
10380,07/22/16 09:57:18 em,14.9,19.31
10381,07/22/16 09:57:19 em,14.9,19.31
10382,07/22/16 09:57:20 em,14.9,19.31
10383,07/22/16 09:57:21 em,14.9,19.31
10384,07/22/16 09:57:22 em,15.0,19.31
10385,07/22/16 09:57:23 em,14.9,19.30
10386,07/22/16 09:57:24 em,14.9,19.31
10387,07/22/16 09:57:25 em,14.9,19.31
10388,07/22/16 09:57:26 em,15.0,19.31
10389,07/22/16 09:57:27 em,14.9,19.30
10390,07/22/16 09:57:28 em,14.9,19.30
10391,07/22/16 09:57:29 em,14.9,19.31
10392,07/22/16 09:57:30 em,14.9,19.30
10393,07/22/16 09:57:31 em,14.9,19.31
10394,07/22/16 09:57:32 em,14.9,19.31
10395,07/22/16 09:57:33 em,14.9,19.30
10396,07/22/16 09:57:34 em,14.9,19.31
10397,07/22/16 09:57:35 em,14.9,19.30
10398,07/22/16 09:57:36 em,14.9,19.31
10399,07/22/16 09:57:37 em,14.9,19.31
10400,07/22/16 09:57:38 em,14.9,19.31
10401,07/22/16 09:57:39 em,15.0,19.31
10402,07/22/16 09:57:40 em,14.9,19.31
10403,07/22/16 09:57:41 em,14.9,19.31
10404,07/22/16 09:57:42 em,14.9,19.30
10405,07/22/16 09:57:43 em,14.9,19.31
10406,07/22/16 09:57:44 em,15.0,19.31
10407,07/22/16 09:57:45 em,14.9,19.31
10408,07/22/16 09:57:46 em,14.9,19.31
10409,07/22/16 09:57:47 em,14.9,19.31
10410,07/22/16 09:57:48 em,14.9,19.30
10411,07/22/16 09:57:49 em,14.9,19.30
10412,07/22/16 09:57:50 em,14.9,19.31
10413,07/22/16 09:57:51 em,14.9,19.31
10414,07/22/16 09:57:52 em,14.9,19.31
10415,07/22/16 09:57:53 em,14.9,19.31
10416,07/22/16 09:57:54 em,14.9,19.31
10417,07/22/16 09:57:55 em,14.9,19.31
10418,07/22/16 09:57:56 em,14.9,19.31
10419,07/22/16 09:57:57 em,14.9,19.31
10420,07/22/16 09:57:58 em,15.0,19.31
10421,07/22/16 09:57:59 em,14.9,19.31
10422,07/22/16 09:58:00 em,14.9,19.31
10423,07/22/16 09:58:01 em,14.9,19.31
10424,07/22/16 09:58:02 em,14.9,19.31
10425,07/22/16 09:58:03 em,14.9,19.31
10426,07/22/16 09:58:04 em,14.9,19.31
10427,07/22/16 09:58:05 em,14.9,19.31
10428,07/22/16 09:58:06 em,14.9,19.31
10429,07/22/16 09:58:07 em,14.9,19.31
10430,07/22/16 09:58:08 em,14.9,19.31
10431,07/22/16 09:58:09 em,14.9,19.31
10432,07/22/16 09:58:10 em,14.9,19.31
10433,07/22/16 09:58:11 em,14.9,19.31
10434,07/22/16 09:58:12 em,14.9,19.31
10435,07/22/16 09:58:13 em,15.0,19.31
10436,07/22/16 09:58:14 em,14.9,19.31
10437,07/22/16 09:58:15 em,14.9,19.31
10438,07/22/16 09:58:16 em,14.9,19.31
10439,07/22/16 09:58:17 em,14.9,19.31
10440,07/22/16 09:58:18 em,14.9,19.31
10441,07/22/16 09:58:19 em,14.9,19.31
10442,07/22/16 09:58:20 em,14.9,19.31
10443,07/22/16 09:58:21 em,14.9,19.31
10444,07/22/16 09:58:22 em,14.9,19.31
10445,07/22/16 09:58:23 em,14.9,19.31
10446,07/22/16 09:58:24 em,14.9,19.31
10447,07/22/16 09:58:25 em,14.9,19.31
10448,07/22/16 09:58:26 em,14.9,19.31
10449,07/22/16 09:58:27 em,14.9,19.31
10450,07/22/16 09:58:28 em,14.9,19.31
10451,07/22/16 09:58:29 em,14.9,19.31
10452,07/22/16 09:58:30 em,14.8,19.31
10453,07/22/16 09:58:31 em,14.9,19.31
10454,07/22/16 09:58:32 em,14.9,19.31
10455,07/22/16 09:58:33 em,14.9,19.31
10456,07/22/16 09:58:34 em,14.9,19.31
10457,07/22/16 09:58:35 em,14.9,19.31
10458,07/22/16 09:58:36 em,14.9,19.31
10459,07/22/16 09:58:37 em,14.9,19.31
10460,07/22/16 09:58:38 em,14.9,19.31
10461,07/22/16 09:58:39 em,14.9,19.31
10462,07/22/16 09:58:40 em,14.9,19.31
10463,07/22/16 09:58:41 em,14.9,19.31
10464,07/22/16 09:58:42 em,14.9,19.31
10465,07/22/16 09:58:43 em,14.9,19.31
10466,07/22/16 09:58:44 em,15.0,19.31
10467,07/22/16 09:58:45 em,14.9,19.31
10468,07/22/16 09:58:46 em,14.9,19.31
10469,07/22/16 09:58:47 em,14.9,19.31
10470,07/22/16 09:58:48 em,14.9,19.31
10471,07/22/16 09:58:49 em,14.9,19.31
10472,07/22/16 09:58:50 em,14.9,19.31
10473,07/22/16 09:58:51 em,14.9,19.31
10474,07/22/16 09:58:52 em,14.9,19.31
10475,07/22/16 09:58:53 em,14.9,19.31
10476,07/22/16 09:58:54 em,14.9,19.31
10477,07/22/16 09:58:55 em,14.9,19.31
10478,07/22/16 09:58:56 em,14.9,19.31
10479,07/22/16 09:58:57 em,14.9,19.31
10480,07/22/16 09:58:58 em,14.9,19.31
10481,07/22/16 09:58:59 em,14.9,19.31
10482,07/22/16 09:59:00 em,14.9,19.31
10483,07/22/16 09:59:01 em,14.9,19.31
10484,07/22/16 09:59:02 em,14.9,19.31
10485,07/22/16 09:59:03 em,14.9,19.31
10486,07/22/16 09:59:04 em,14.9,19.31
10487,07/22/16 09:59:05 em,14.9,19.31
10488,07/22/16 09:59:06 em,14.8,19.31
10489,07/22/16 09:59:07 em,14.9,19.31
10490,07/22/16 09:59:08 em,14.9,19.31
10491,07/22/16 09:59:09 em,14.9,19.31
10492,07/22/16 09:59:10 em,14.9,19.31
10493,07/22/16 09:59:11 em,14.9,19.31
10494,07/22/16 09:59:12 em,14.9,19.31
10495,07/22/16 09:59:13 em,14.9,19.31
10496,07/22/16 09:59:14 em,14.9,19.31
10497,07/22/16 09:59:15 em,14.9,19.31
10498,07/22/16 09:59:16 em,15.0,19.31
10499,07/22/16 09:59:17 em,14.9,19.31
10500,07/22/16 09:59:18 em,15.0,19.31
10501,07/22/16 09:59:19 em,14.9,19.32
10502,07/22/16 09:59:20 em,14.9,19.31
10503,07/22/16 09:59:21 em,14.9,19.31
10504,07/22/16 09:59:22 em,14.9,19.31
10505,07/22/16 09:59:23 em,14.9,19.31
10506,07/22/16 09:59:24 em,14.9,19.31
10507,07/22/16 09:59:25 em,14.9,19.32
10508,07/22/16 09:59:26 em,15.0,19.31
10509,07/22/16 09:59:27 em,14.9,19.31
10510,07/22/16 09:59:28 em,14.9,19.31
10511,07/22/16 09:59:29 em,14.9,19.31
10512,07/22/16 09:59:30 em,14.9,19.31
10513,07/22/16 09:59:31 em,14.9,19.31
10514,07/22/16 09:59:32 em,14.9,19.32
10515,07/22/16 09:59:33 em,14.9,19.32
10516,07/22/16 09:59:34 em,14.9,19.31
10517,07/22/16 09:59:35 em,14.9,19.32
10518,07/22/16 09:59:36 em,14.9,19.31
10519,07/22/16 09:59:37 em,14.9,19.32
10520,07/22/16 09:59:38 em,14.9,19.31
10521,07/22/16 09:59:39 em,14.8,19.31
10522,07/22/16 09:59:40 em,14.9,19.31
10523,07/22/16 09:59:41 em,14.9,19.31
10524,07/22/16 09:59:42 em,14.9,19.32
10525,07/22/16 09:59:43 em,14.9,19.31
10526,07/22/16 09:59:44 em,14.8,19.31
10527,07/22/16 09:59:45 em,14.9,19.31
10528,07/22/16 09:59:46 em,14.8,19.31
10529,07/22/16 09:59:47 em,14.9,19.32
10530,07/22/16 09:59:48 em,14.8,19.31
10531,07/22/16 09:59:49 em,14.9,19.31
10532,07/22/16 09:59:50 em,14.9,19.32
10533,07/22/16 09:59:51 em,14.9,19.31
10534,07/22/16 09:59:52 em,14.9,19.31
10535,07/22/16 09:59:53 em,14.9,19.31
10536,07/22/16 09:59:54 em,14.9,19.31
10537,07/22/16 09:59:55 em,14.9,19.31
10538,07/22/16 09:59:56 em,15.0,19.31
10539,07/22/16 09:59:57 em,14.9,19.31
10540,07/22/16 09:59:58 em,14.9,19.31
10541,07/22/16 09:59:59 em,14.9,19.32
10542,07/22/16 10:00:00 em,14.9,19.31
10543,07/22/16 10:00:01 em,14.9,19.31
10544,07/22/16 10:00:02 em,14.9,19.32
10545,07/22/16 10:00:03 em,14.9,19.31
10546,07/22/16 10:00:04 em,14.8,19.32
10547,07/22/16 10:00:05 em,14.9,19.32
10548,07/22/16 10:00:06 em,14.9,19.32
10549,07/22/16 10:00:07 em,14.9,19.31
10550,07/22/16 10:00:08 em,14.9,19.32
10551,07/22/16 10:00:09 em,14.9,19.32
10552,07/22/16 10:00:10 em,14.9,19.31
10553,07/22/16 10:00:11 em,14.9,19.32
10554,07/22/16 10:00:12 em,14.9,19.31
10555,07/22/16 10:00:13 em,14.9,19.32
10556,07/22/16 10:00:14 em,14.9,19.31
10557,07/22/16 10:00:15 em,14.9,19.32
10558,07/22/16 10:00:16 em,15.0,19.32
10559,07/22/16 10:00:17 em,14.9,19.32
10560,07/22/16 10:00:18 em,14.9,19.32
10561,07/22/16 10:00:19 em,14.9,19.32
10562,07/22/16 10:00:20 em,14.9,19.31
10563,07/22/16 10:00:21 em,14.9,19.32
10564,07/22/16 10:00:22 em,14.9,19.31
10565,07/22/16 10:00:23 em,14.9,19.32
10566,07/22/16 10:00:24 em,14.9,19.32
10567,07/22/16 10:00:25 em,14.8,19.31
10568,07/22/16 10:00:26 em,14.8,19.32
10569,07/22/16 10:00:27 em,15.0,19.32
10570,07/22/16 10:00:28 em,14.9,19.32
10571,07/22/16 10:00:29 em,14.9,19.32
10572,07/22/16 10:00:30 em,14.9,19.32
10573,07/22/16 10:00:31 em,14.9,19.32
10574,07/22/16 10:00:32 em,14.9,19.32
10575,07/22/16 10:00:33 em,14.9,19.32
10576,07/22/16 10:00:34 em,14.9,19.31
10577,07/22/16 10:00:35 em,14.9,19.32
10578,07/22/16 10:00:36 em,14.9,19.32
10579,07/22/16 10:00:37 em,14.9,19.32
10580,07/22/16 10:00:38 em,14.9,19.32
10581,07/22/16 10:00:39 em,14.9,19.32
10582,07/22/16 10:00:40 em,14.9,19.32
10583,07/22/16 10:00:41 em,14.9,19.32
10584,07/22/16 10:00:42 em,14.9,19.32
10585,07/22/16 10:00:43 em,14.9,19.32
10586,07/22/16 10:00:44 em,14.9,19.32
10587,07/22/16 10:00:45 em,14.9,19.32
10588,07/22/16 10:00:46 em,14.9,19.32
10589,07/22/16 10:00:47 em,14.8,19.32
10590,07/22/16 10:00:48 em,14.9,19.32
10591,07/22/16 10:00:49 em,14.9,19.31
10592,07/22/16 10:00:50 em,14.9,19.32
10593,07/22/16 10:00:51 em,14.9,19.32
10594,07/22/16 10:00:52 em,14.9,19.32
10595,07/22/16 10:00:53 em,14.9,19.32
10596,07/22/16 10:00:54 em,14.9,19.32
10597,07/22/16 10:00:55 em,14.8,19.32
10598,07/22/16 10:00:56 em,14.9,19.32
10599,07/22/16 10:00:57 em,14.9,19.32
10600,07/22/16 10:00:58 em,14.9,19.32
10601,07/22/16 10:00:59 em,14.9,19.32
10602,07/22/16 10:01:00 em,14.9,19.32
10603,07/22/16 10:01:01 em,14.9,19.32
10604,07/22/16 10:01:02 em,14.9,19.32
10605,07/22/16 10:01:03 em,14.9,19.32
10606,07/22/16 10:01:04 em,14.9,19.32
10607,07/22/16 10:01:05 em,14.9,19.32
10608,07/22/16 10:01:06 em,14.9,19.32
10609,07/22/16 10:01:07 em,14.9,19.32
10610,07/22/16 10:01:08 em,14.9,19.32
10611,07/22/16 10:01:09 em,14.9,19.32
10612,07/22/16 10:01:10 em,14.8,19.32
10613,07/22/16 10:01:11 em,14.9,19.31
10614,07/22/16 10:01:12 em,15.0,19.32
10615,07/22/16 10:01:13 em,14.9,19.32
10616,07/22/16 10:01:14 em,14.9,19.32
10617,07/22/16 10:01:15 em,14.9,19.32
10618,07/22/16 10:01:16 em,14.9,19.32
10619,07/22/16 10:01:17 em,14.9,19.32
10620,07/22/16 10:01:18 em,14.9,19.32
10621,07/22/16 10:01:19 em,14.9,19.32
10622,07/22/16 10:01:20 em,14.9,19.32
10623,07/22/16 10:01:21 em,14.9,19.32
10624,07/22/16 10:01:22 em,14.9,19.32
10625,07/22/16 10:01:23 em,14.9,19.32
10626,07/22/16 10:01:24 em,14.9,19.32
10627,07/22/16 10:01:25 em,14.9,19.32
10628,07/22/16 10:01:26 em,14.9,19.32
10629,07/22/16 10:01:27 em,14.9,19.32
10630,07/22/16 10:01:28 em,14.9,19.32
10631,07/22/16 10:01:29 em,14.9,19.32
10632,07/22/16 10:01:30 em,14.9,19.32
10633,07/22/16 10:01:31 em,14.9,19.32
10634,07/22/16 10:01:32 em,14.9,19.32
10635,07/22/16 10:01:33 em,14.9,19.32
10636,07/22/16 10:01:34 em,14.9,19.32
10637,07/22/16 10:01:35 em,14.9,19.32
10638,07/22/16 10:01:36 em,14.9,19.32
10639,07/22/16 10:01:37 em,14.9,19.32
10640,07/22/16 10:01:38 em,14.9,19.32
10641,07/22/16 10:01:39 em,14.9,19.32
10642,07/22/16 10:01:40 em,14.9,19.33
10643,07/22/16 10:01:41 em,14.9,19.32
10644,07/22/16 10:01:42 em,14.9,19.32
10645,07/22/16 10:01:43 em,14.9,19.33
10646,07/22/16 10:01:44 em,14.9,19.32
10647,07/22/16 10:01:45 em,14.9,19.32
10648,07/22/16 10:01:46 em,14.9,19.33
10649,07/22/16 10:01:47 em,14.9,19.32
10650,07/22/16 10:01:48 em,14.9,19.32
10651,07/22/16 10:01:49 em,14.9,19.33
10652,07/22/16 10:01:50 em,14.9,19.32
10653,07/22/16 10:01:51 em,14.9,19.32
10654,07/22/16 10:01:52 em,14.9,19.32
10655,07/22/16 10:01:53 em,15.0,19.32
10656,07/22/16 10:01:54 em,14.9,19.32
10657,07/22/16 10:01:55 em,14.9,19.32
10658,07/22/16 10:01:56 em,14.9,19.32
10659,07/22/16 10:01:57 em,15.0,19.32
10660,07/22/16 10:01:58 em,14.9,19.32
10661,07/22/16 10:01:59 em,14.9,19.32
10662,07/22/16 10:02:00 em,14.9,19.32
10663,07/22/16 10:02:01 em,14.9,19.32
10664,07/22/16 10:02:02 em,14.8,19.32
10665,07/22/16 10:02:03 em,14.9,19.32
10666,07/22/16 10:02:04 em,14.9,19.32
10667,07/22/16 10:02:05 em,14.9,19.33
10668,07/22/16 10:02:06 em,14.9,19.32
10669,07/22/16 10:02:07 em,15.0,19.32
10670,07/22/16 10:02:08 em,14.9,19.32
10671,07/22/16 10:02:09 em,14.9,19.32
10672,07/22/16 10:02:10 em,14.9,19.32
10673,07/22/16 10:02:11 em,14.9,19.32
10674,07/22/16 10:02:12 em,14.9,19.32
10675,07/22/16 10:02:13 em,14.9,19.32
10676,07/22/16 10:02:14 em,14.9,19.33
10677,07/22/16 10:02:15 em,14.9,19.32
10678,07/22/16 10:02:16 em,14.9,19.33
10679,07/22/16 10:02:17 em,14.9,19.32
10680,07/22/16 10:02:18 em,14.9,19.32
10681,07/22/16 10:02:19 em,14.9,19.32
10682,07/22/16 10:02:20 em,14.9,19.32
10683,07/22/16 10:02:21 em,14.9,19.32
10684,07/22/16 10:02:22 em,14.9,19.32
10685,07/22/16 10:02:23 em,14.9,19.33
10686,07/22/16 10:02:24 em,15.0,19.32
10687,07/22/16 10:02:25 em,15.0,19.32
10688,07/22/16 10:02:26 em,14.9,19.32
10689,07/22/16 10:02:27 em,14.9,19.32
10690,07/22/16 10:02:28 em,14.9,19.32
10691,07/22/16 10:02:29 em,14.9,19.32
10692,07/22/16 10:02:30 em,14.8,19.33
10693,07/22/16 10:02:31 em,14.9,19.33
10694,07/22/16 10:02:32 em,14.9,19.32
10695,07/22/16 10:02:33 em,14.9,19.32
10696,07/22/16 10:02:34 em,14.9,19.32
10697,07/22/16 10:02:35 em,14.9,19.32
10698,07/22/16 10:02:36 em,14.9,19.33
10699,07/22/16 10:02:37 em,14.9,19.33
10700,07/22/16 10:02:38 em,14.9,19.32
10701,07/22/16 10:02:39 em,14.9,19.32
10702,07/22/16 10:02:40 em,14.9,19.32
10703,07/22/16 10:02:41 em,14.9,19.32
10704,07/22/16 10:02:42 em,14.9,19.32
10705,07/22/16 10:02:43 em,14.9,19.32
10706,07/22/16 10:02:44 em,14.9,19.32
10707,07/22/16 10:02:45 em,14.9,19.33
10708,07/22/16 10:02:46 em,15.0,19.32
10709,07/22/16 10:02:47 em,14.9,19.32
10710,07/22/16 10:02:48 em,14.8,19.32
10711,07/22/16 10:02:49 em,14.9,19.33
10712,07/22/16 10:02:50 em,15.0,19.33
10713,07/22/16 10:02:51 em,14.9,19.32
10714,07/22/16 10:02:52 em,14.9,19.32
10715,07/22/16 10:02:53 em,14.9,19.32
10716,07/22/16 10:02:54 em,14.9,19.32
10717,07/22/16 10:02:55 em,15.0,19.32
10718,07/22/16 10:02:56 em,14.9,19.32
10719,07/22/16 10:02:57 em,14.9,19.32
10720,07/22/16 10:02:58 em,14.9,19.32
10721,07/22/16 10:02:59 em,14.9,19.33
10722,07/22/16 10:03:00 em,14.9,19.32
10723,07/22/16 10:03:01 em,14.9,19.32
10724,07/22/16 10:03:02 em,14.9,19.32
10725,07/22/16 10:03:03 em,14.8,19.32
10726,07/22/16 10:03:04 em,14.9,19.33
10727,07/22/16 10:03:05 em,14.9,19.32
10728,07/22/16 10:03:06 em,14.9,19.33
10729,07/22/16 10:03:07 em,14.9,19.32
10730,07/22/16 10:03:08 em,14.9,19.32
10731,07/22/16 10:03:09 em,14.9,19.33
10732,07/22/16 10:03:10 em,14.9,19.33
10733,07/22/16 10:03:11 em,14.9,19.32
10734,07/22/16 10:03:12 em,14.9,19.32
10735,07/22/16 10:03:13 em,14.9,19.32
10736,07/22/16 10:03:14 em,14.9,19.32
10737,07/22/16 10:03:15 em,15.0,19.33
10738,07/22/16 10:03:16 em,14.9,19.32
10739,07/22/16 10:03:17 em,14.9,19.33
10740,07/22/16 10:03:18 em,14.9,19.33
10741,07/22/16 10:03:19 em,14.9,19.33
10742,07/22/16 10:03:20 em,14.9,19.33
10743,07/22/16 10:03:21 em,14.9,19.32
10744,07/22/16 10:03:22 em,14.9,19.33
10745,07/22/16 10:03:23 em,15.0,19.33
10746,07/22/16 10:03:24 em,14.9,19.33
10747,07/22/16 10:03:25 em,14.9,19.33
10748,07/22/16 10:03:26 em,14.9,19.32
10749,07/22/16 10:03:27 em,15.0,19.33
10750,07/22/16 10:03:28 em,14.9,19.33
10751,07/22/16 10:03:29 em,14.9,19.33
10752,07/22/16 10:03:30 em,14.9,19.33
10753,07/22/16 10:03:31 em,14.9,19.33
10754,07/22/16 10:03:32 em,14.9,19.33
10755,07/22/16 10:03:33 em,14.9,19.33
10756,07/22/16 10:03:34 em,14.9,19.33
10757,07/22/16 10:03:35 em,14.9,19.33
10758,07/22/16 10:03:36 em,14.9,19.32
10759,07/22/16 10:03:37 em,14.9,19.33
10760,07/22/16 10:03:38 em,14.9,19.33
10761,07/22/16 10:03:39 em,14.9,19.33
10762,07/22/16 10:03:40 em,15.0,19.33
10763,07/22/16 10:03:41 em,14.8,19.33
10764,07/22/16 10:03:42 em,14.9,19.33
10765,07/22/16 10:03:43 em,15.0,19.33
10766,07/22/16 10:03:44 em,14.9,19.33
10767,07/22/16 10:03:45 em,14.9,19.32
10768,07/22/16 10:03:46 em,14.9,19.33
10769,07/22/16 10:03:47 em,15.0,19.33
10770,07/22/16 10:03:48 em,15.0,19.33
10771,07/22/16 10:03:49 em,14.8,19.33
10772,07/22/16 10:03:50 em,14.9,19.32
10773,07/22/16 10:03:51 em,14.9,19.33
10774,07/22/16 10:03:52 em,14.9,19.33
10775,07/22/16 10:03:53 em,14.9,19.33
10776,07/22/16 10:03:54 em,14.9,19.33
10777,07/22/16 10:03:55 em,14.9,19.33
10778,07/22/16 10:03:56 em,14.9,19.33
10779,07/22/16 10:03:57 em,15.0,19.33
10780,07/22/16 10:03:58 em,14.9,19.32
10781,07/22/16 10:03:59 em,14.9,19.33
10782,07/22/16 10:04:00 em,14.9,19.33
10783,07/22/16 10:04:01 em,14.9,19.33
10784,07/22/16 10:04:02 em,14.9,19.33
10785,07/22/16 10:04:03 em,14.8,19.33
10786,07/22/16 10:04:04 em,15.0,19.33
10787,07/22/16 10:04:05 em,14.9,19.32
10788,07/22/16 10:04:06 em,15.0,19.33
10789,07/22/16 10:04:07 em,14.9,19.33
10790,07/22/16 10:04:08 em,14.9,19.33
10791,07/22/16 10:04:09 em,14.9,19.33
10792,07/22/16 10:04:10 em,14.9,19.33
10793,07/22/16 10:04:11 em,15.0,19.33
10794,07/22/16 10:04:12 em,14.9,19.33
10795,07/22/16 10:04:13 em,14.9,19.33
10796,07/22/16 10:04:14 em,14.9,19.33
10797,07/22/16 10:04:15 em,14.8,19.33
10798,07/22/16 10:04:16 em,14.9,19.33
10799,07/22/16 10:04:17 em,14.9,19.33
10800,07/22/16 10:04:18 em,14.9,19.33
10801,07/22/16 10:04:19 em,15.0,19.33
10802,07/22/16 10:04:20 em,14.9,19.32
10803,07/22/16 10:04:21 em,14.9,19.33
10804,07/22/16 10:04:22 em,14.9,19.33
10805,07/22/16 10:04:23 em,14.9,19.33
10806,07/22/16 10:04:24 em,14.9,19.33
10807,07/22/16 10:04:25 em,14.9,19.33
10808,07/22/16 10:04:26 em,14.9,19.33
10809,07/22/16 10:04:27 em,14.9,19.33
10810,07/22/16 10:04:28 em,14.9,19.33
10811,07/22/16 10:04:29 em,14.9,19.33
10812,07/22/16 10:04:30 em,14.9,19.33
10813,07/22/16 10:04:31 em,14.9,19.33
10814,07/22/16 10:04:32 em,15.0,19.33
10815,07/22/16 10:04:33 em,14.9,19.33
10816,07/22/16 10:04:34 em,14.9,19.33
10817,07/22/16 10:04:35 em,14.9,19.33
10818,07/22/16 10:04:36 em,15.0,19.33
10819,07/22/16 10:04:37 em,14.9,19.33
10820,07/22/16 10:04:38 em,14.9,19.33
10821,07/22/16 10:04:39 em,14.9,19.33
10822,07/22/16 10:04:40 em,14.9,19.33
10823,07/22/16 10:04:41 em,15.0,19.33
10824,07/22/16 10:04:42 em,14.9,19.33
10825,07/22/16 10:04:43 em,14.9,19.33
10826,07/22/16 10:04:44 em,14.8,19.33
10827,07/22/16 10:04:45 em,14.9,19.33
10828,07/22/16 10:04:46 em,14.9,19.33
10829,07/22/16 10:04:47 em,14.9,19.33
10830,07/22/16 10:04:48 em,14.9,19.33
10831,07/22/16 10:04:49 em,14.9,19.33
10832,07/22/16 10:04:50 em,14.9,19.33
10833,07/22/16 10:04:51 em,14.9,19.33
10834,07/22/16 10:04:52 em,14.9,19.33
10835,07/22/16 10:04:53 em,14.9,19.33
10836,07/22/16 10:04:54 em,14.9,19.33
10837,07/22/16 10:04:55 em,14.9,19.33
10838,07/22/16 10:04:56 em,14.9,19.33
10839,07/22/16 10:04:57 em,14.9,19.33
10840,07/22/16 10:04:58 em,14.9,19.33
10841,07/22/16 10:04:59 em,14.9,19.35
10842,07/22/16 10:05:00 em,14.8,19.33
10843,07/22/16 10:05:01 em,14.9,19.33
10844,07/22/16 10:05:02 em,14.9,19.33
10845,07/22/16 10:05:03 em,14.9,19.33
10846,07/22/16 10:05:04 em,14.9,19.33
10847,07/22/16 10:05:05 em,15.0,19.33
10848,07/22/16 10:05:06 em,14.9,19.33
10849,07/22/16 10:05:07 em,14.9,19.35
10850,07/22/16 10:05:08 em,14.9,19.33
10851,07/22/16 10:05:09 em,14.9,19.33
10852,07/22/16 10:05:10 em,14.9,19.33
10853,07/22/16 10:05:11 em,14.9,19.33
10854,07/22/16 10:05:12 em,14.9,19.33
10855,07/22/16 10:05:13 em,14.9,19.33
10856,07/22/16 10:05:14 em,14.9,19.33
10857,07/22/16 10:05:15 em,14.9,19.33
10858,07/22/16 10:05:16 em,15.0,19.33
10859,07/22/16 10:05:17 em,14.9,19.33
10860,07/22/16 10:05:18 em,14.9,19.33
10861,07/22/16 10:05:19 em,14.9,19.33
10862,07/22/16 10:05:20 em,14.9,19.33
10863,07/22/16 10:05:21 em,14.9,19.33
10864,07/22/16 10:05:22 em,14.9,19.33
10865,07/22/16 10:05:23 em,14.9,19.33
10866,07/22/16 10:05:24 em,14.9,19.33
10867,07/22/16 10:05:25 em,14.9,19.33
10868,07/22/16 10:05:26 em,14.9,19.33
10869,07/22/16 10:05:27 em,14.9,19.33
10870,07/22/16 10:05:28 em,15.0,19.33
10871,07/22/16 10:05:29 em,14.9,19.33
10872,07/22/16 10:05:30 em,14.9,19.33
10873,07/22/16 10:05:31 em,14.9,19.35
10874,07/22/16 10:05:32 em,14.9,19.33
10875,07/22/16 10:05:33 em,14.9,19.33
10876,07/22/16 10:05:34 em,14.9,19.35
10877,07/22/16 10:05:35 em,14.9,19.33
10878,07/22/16 10:05:36 em,14.9,19.33
10879,07/22/16 10:05:37 em,14.9,19.33
10880,07/22/16 10:05:38 em,15.0,19.33
10881,07/22/16 10:05:39 em,14.9,19.33
10882,07/22/16 10:05:40 em,14.9,19.33
10883,07/22/16 10:05:41 em,14.9,19.33
10884,07/22/16 10:05:42 em,14.9,19.33
10885,07/22/16 10:05:43 em,14.9,19.33
10886,07/22/16 10:05:44 em,14.9,19.33
10887,07/22/16 10:05:45 em,14.9,19.33
10888,07/22/16 10:05:46 em,14.9,19.33
10889,07/22/16 10:05:47 em,14.9,19.33
10890,07/22/16 10:05:48 em,14.9,19.35
10891,07/22/16 10:05:49 em,14.9,19.33
10892,07/22/16 10:05:50 em,14.9,19.33
10893,07/22/16 10:05:51 em,14.9,19.33
10894,07/22/16 10:05:52 em,14.9,19.33
10895,07/22/16 10:05:53 em,14.9,19.33
10896,07/22/16 10:05:54 em,14.9,19.33
10897,07/22/16 10:05:55 em,14.9,19.33
10898,07/22/16 10:05:56 em,14.9,19.33
10899,07/22/16 10:05:57 em,15.0,19.33
10900,07/22/16 10:05:58 em,14.9,19.35
10901,07/22/16 10:05:59 em,14.9,19.35
10902,07/22/16 10:06:00 em,14.9,19.35
10903,07/22/16 10:06:01 em,14.9,19.33
10904,07/22/16 10:06:02 em,14.9,19.33
10905,07/22/16 10:06:03 em,14.9,19.33
10906,07/22/16 10:06:04 em,14.9,19.33
10907,07/22/16 10:06:05 em,14.9,19.33
10908,07/22/16 10:06:06 em,14.9,19.33
10909,07/22/16 10:06:07 em,14.9,19.35
10910,07/22/16 10:06:08 em,14.9,19.35
10911,07/22/16 10:06:09 em,14.9,19.33
10912,07/22/16 10:06:10 em,14.9,19.33
10913,07/22/16 10:06:11 em,14.9,19.35
10914,07/22/16 10:06:12 em,14.9,19.33
10915,07/22/16 10:06:13 em,14.9,19.33
10916,07/22/16 10:06:14 em,14.9,19.33
10917,07/22/16 10:06:15 em,14.9,19.33
10918,07/22/16 10:06:16 em,14.9,19.35
10919,07/22/16 10:06:17 em,14.9,19.33
10920,07/22/16 10:06:18 em,14.9,19.33
10921,07/22/16 10:06:19 em,14.9,19.33
10922,07/22/16 10:06:20 em,14.9,19.35
10923,07/22/16 10:06:21 em,14.9,19.35
10924,07/22/16 10:06:22 em,15.0,19.35
10925,07/22/16 10:06:23 em,14.9,19.35
10926,07/22/16 10:06:24 em,14.9,19.33
